,Title,F,M,MovieID,Rating,No.,MovieID,Genres
1274,Full Metal Jacket (1987),3.82183908,4.157407407,1222,4.110845295,3762,1222,Action|Drama|War
1395,"Grand Day Out, A (1992)",4.537878788,4.293255132,1223,4.361522199,946,1223,Animation|Comedy
1522,Henry V (1989),4.252427184,4.297213622,1224,4.286384977,852,1224,Drama|War
124,Amadeus (1984),4.346733668,4.213414634,1225,4.251808973,1382,1225,Drama
2703,"Quiet Man, The (1952)",3.955223881,4.094339623,1226,4.053097345,452,1226,Comedy|Romance
2445,Once Upon a Time in America (1984),3.464285714,3.915492958,1227,3.863070539,723,1227,Crime|Drama|Thriller
2710,Raging Bull (1980),3.831932773,4.26344086,1228,4.187592319,677,1228,Drama
183,Annie Hall (1977),3.992327366,4.203605514,1230,4.14167916,2668,1230,Comedy|Romance
2794,"Right Stuff, The (1983)",4.160714286,4.056701031,1231,4.08,750,1231,Drama
3135,Stalker (1979),4,3.586956522,1232,3.634615385,104,1232,Mystery|Sci-Fi
461,"Boat, The (Das Boot) (1981)",4.133333333,4.332549941,1233,4.302697303,3003,1233,Action|Drama|War
3178,"Sting, The (1973)",4.208661417,4.355974843,1234,4.320305052,2098,1234,Comedy|Crime
1479,Harold and Maude (1971),4.192307692,4.153374233,1235,4.164992826,697,1235,Comedy
3443,Trust (1990),4.342105263,4.076923077,1236,4.188888889,180,1236,Comedy|Drama
2943,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",4,4.296137339,1237,4.230769231,299,1237,Drama
1967,Local Hero (1983),4.181818182,3.939163498,1238,4,351,1238,Comedy
3294,"Terminator, The (1984)",3.899728997,4.205899364,1240,4.152049571,6294,1240,Action|Sci-Fi|Thriller
505,Braindead (1992),1.888888889,3.573770492,1241,3.357142857,140,1241,Comedy|Horror
1346,Glory (1989),4.179372197,4.196850394,1242,4.193345324,3336,1242,Action|Drama|War
2841,Rosencrantz and Guildenstern Are Dead (1990),4.037037037,3.967213115,1243,3.984615385,650,1243,Comedy|Drama
2078,Manhattan (1979),3.932642487,4.137142857,1244,4.082172702,2154,1244,Comedy|Drama|Romance
2177,Miller's Crossing (1990),3.880597015,4.034364261,1245,4.005586592,358,1245,Drama
870,Dead Poets Society (1989),4.133891213,3.956168831,1246,4.005847953,855,1246,Drama
1393,"Graduate, The (1967)",4.229333333,4.25282167,1247,4.245836638,2522,1247,Drama|Romance
3404,Touch of Evil (1958),3.944954128,4.288888889,1248,4.215953307,1542,1248,Crime|Film-Noir|Thriller
2382,Nikita (La Femme Nikita) (1990),3.864864865,4.041025641,1249,4.005457026,733,1249,Thriller
526,"Bridge on the River Kwai, The (1957)",4.304964539,4.401505646,1250,4.386993603,1876,1250,Drama|War
30,8 1/2 (1963),4.096153846,4.107954545,1251,4.105263158,228,1251,Drama
665,Chinatown (1974),4.254901961,4.362365591,1252,4.339240506,3555,1252,Film-Noir|Mystery|Thriller
858,"Day the Earth Stood Still, The (1951)",3.921348315,4.182978723,1253,4.141323792,1118,1253,Drama|Sci-Fi
3420,"Treasure of the Sierra Madre, The (1948)",4.04494382,4.348901099,1254,4.289183223,453,1254,Adventure
269,Bad Taste (1987),1.8,3.571428571,1255,3.407407407,108,1255,Comedy|Horror
997,Duck Soup (1933),4.016528926,4.260042283,1256,4.21043771,1188,1256,Comedy|War
363,Better Off Dead... (1985),3.819047619,3.950953678,1257,3.921610169,472,1257,Comedy
2979,"Shining, The (1980)",4.020920502,4.128537736,1258,4.104875805,1087,1258,Horror
3137,Stand by Me (1986),4.146341463,4.080209895,1259,4.096918768,5355,1259,Adventure|Comedy|Drama
2026,M (1931),4.316666667,4.298387097,1260,4.301948052,924,1260,Crime|Film-Noir|Thriller
1071,Evil Dead II (Dead By Dawn) (1987),3.297297297,3.9092827,1261,3.826642336,2192,1261,Action|Adventure|Comedy|Horror
1409,"Great Escape, The (1963)",4.163043478,4.408940397,1262,4.376436782,1392,1262,Adventure|War
896,"Deer Hunter, The (1978)",3.97,4.133333333,1263,4.11,1400,1263,Drama|War
946,Diva (1981),4.164705882,4,1264,4.054474708,1285,1264,Action|Drama|Mystery|Romance|Thriller
1427,Groundhog Day (1993),3.73556231,4.041358025,1265,3.953028973,4556,1265,Comedy|Romance
3489,Unforgiven (1992),3.748427673,4.155131265,1266,4.090270812,997,1266,Western
2077,"Manchurian Candidate, The (1962)",4.358823529,4.32605042,1267,4.333333333,1530,1267,Film-Noir|Thriller
2683,Pump Up the Volume (1990),3.418367347,3.515981735,1268,3.485804416,317,1268,Drama
211,Arsenic and Old Lace (1944),4.265217391,4.117647059,1269,4.168154762,2016,1269,Comedy|Mystery|Thriller
258,Back to the Future (1985),3.932707355,4.009259259,1270,3.990321332,5166,1270,Comedy|Sci-Fi
1261,Fried Green Tomatoes (1991),4.038793103,3.656509695,1271,3.806070826,593,1271,Drama
2531,Patton (1970),3.925531915,4.324863884,1272,4.266666667,1290,1272,Drama|War
971,Down by Law (1986),4.333333333,3.882352941,1273,3.965753425,292,1273,Comedy|Drama
88,Akira (1988),3.511111111,3.98034398,1274,3.933628319,1808,1274,Adventure|Animation|Sci-Fi|Thriller
1542,Highlander (1986),3.767241379,3.8608,1275,3.846153846,1482,1275,Action|Adventure
762,Cool Hand Luke (1967),4.073863636,4.295755968,1276,4.253763441,1860,1276,Comedy|Drama
826,Cyrano de Bergerac (1990),3.948905109,3.845132743,1277,3.884297521,1089,1277,Action|Drama|Romance
3693,Young Frankenstein (1974),4.289962825,4.239177489,1278,4.250628667,2386,1278,Comedy|Horror
2370,Night on Earth (1991),3.844827586,3.705882353,1279,3.74742268,388,1279,Comedy|Drama
2717,Raise the Red Lantern (1991),4.263157895,4.110429448,1280,4.173285199,277,1280,Drama
1408,"Great Dictator, The (1940)",4.136363636,4.005813953,1281,4.032407407,216,1281,Comedy
1111,Fantasia (1940),3.890070922,3.910741301,1282,3.904559915,2829,1282,Animation|Children's|Musical
1538,High Noon (1952),3.873015873,4.235294118,1283,4.17866005,403,1283,Western
391,"Big Sleep, The (1946)",4.272,4.324519231,1284,4.312384473,1082,1284,Film-Noir|Mystery
1501,Heathers (1989),3.914414414,3.777969019,1285,3.815691158,803,1285,Comedy
3079,Somewhere in Time (1980),3.766129032,3.447204969,1286,3.585964912,570,1286,Drama|Romance
346,Ben-Hur (1959),3.9765625,4.140625,1287,4.110795455,2112,1287,Action|Adventure|Drama
3330,This Is Spinal Tap (1984),4.088,4.206221198,1288,4.179785331,3354,1288,Comedy|Drama|Musical
1852,Koyaanisqatsi (1983),3.931818182,3.985507246,1289,3.972527473,364,1289,Documentary|War
3071,Some Kind of Wonderful (1987),3.572815534,3.606299213,1290,3.591304348,460,1290,Drama|Romance
1684,Indiana Jones and the Last Crusade (1989),4.096096096,4.142857143,1291,4.133292383,3256,1291,Action|Adventure
337,Being There (1979),3.937007874,4.034482759,1292,4.013536379,591,1292,Comedy
1291,Gandhi (1982),4.155555556,4.136456212,1293,4.141579732,671,1293,Drama
2027,M*A*S*H (1970),4.093023256,4.132352941,1294,4.124658781,2198,1294,Comedy|War
3479,"Unbearable Lightness of Being, The (1988)",3.556818182,3.573033708,1295,3.567669173,266,1295,Drama
2836,"Room with a View, A (1986)",4.187250996,3.841423948,1296,3.996428571,1120,1296,Drama|Romance
2736,Real Genius (1985),3.584269663,3.739376771,1297,3.708144796,442,1297,Comedy
2580,Pink Floyd - The Wall (1982),3.40625,3.687306502,1298,3.640826873,1161,1298,Drama|Musical|War
1824,"Killing Fields, The (1984)",4.37804878,4.211267606,1299,4.24863388,1464,1299,Drama|War
2300,My Life as a Dog (Mitt liv som hund) (1985),4.203703704,4.117117117,1300,4.145454545,330,1300,Drama
1218,Forbidden Planet (1956),3.862745098,3.99378882,1301,3.975871314,373,1301,Sci-Fi
1150,Field of Dreams (1989),3.832432432,3.936535163,1302,3.911458333,768,1302,Drama
2062,"Man Who Would Be King, The (1975)",4.176470588,4.11969112,1303,4.129032258,310,1303,Adventure
568,Butch Cassidy and the Sundance Kid (1969),4.175862069,4.225863596,1304,4.21564482,4257,1304,Action|Comedy|Western
2521,"Paris, Texas (1984)",3.625,3.835051546,1305,3.79338843,121,1305,Drama
3495,Until the End of the World (Bis ans Ende der Welt) (1991),3.84,3.54954955,1306,3.602941176,272,1306,Drama|Sci-Fi
3596,When Harry Met Sally... (1989),4.257028112,3.987850467,1307,4.073341837,3136,1307,Comedy|Romance
1621,Hype! (1996),3,3.648648649,1310,3.558139535,43,1310,Documentary
2887,Santa with Muscles (1996),1,1,1311,1,7,1311,Comedy
1146,Female Perversions (1996),3.444444444,3.15,1312,3.24137931,29,1312,Drama
2033,Mad Dog Time (1996),4,2,1313,2.153846154,13,1313,Crime
2519,Paris Was a Woman (1995),2,2.5,1315,2.333333333,3,1315,Documentary
179,Anna (1996),4,,1316,4,1,1316,Drama
1642,I'm Not Rappaport (1996),2.5,3.25,1317,3.175,40,1317,Comedy
103,Alienï¿ (1992),3.008264463,3.042288557,1320,3.037837838,3700,1320,Action|Horror|Sci-Fi|Thriller
143,"American Werewolf in London, An (1981)",3.548076923,3.8,1321,3.752276867,549,1321,Horror
147,Amityville 1992: It's About Time (1992),1.8,1.703703704,1322,1.71875,32,1322,Horror
148,Amityville 3-D (1983),1.375,1.371428571,1323,1.372093023,43,1323,Horror
153,Amityville: Dollhouse (1996),2,1.5625,1324,1.681818182,22,1324,Horror
152,Amityville: A New Generation (1993),2,1.578947368,1325,1.652173913,23,1325,Horror
151,Amityville II: The Possession (1982),1.555555556,2.212765957,1326,2.107142857,56,1326,Horror
150,"Amityville Horror, The (1979)",2.907894737,2.946236559,1327,2.938028169,355,1327,Horror
149,"Amityville Curse, The (1990)",1.666666667,1.894736842,1328,1.84,25,1328,Horror
436,Blood For Dracula (Andy Warhol's Dracula) (1974),2.6,2.677419355,1329,2.666666667,36,1329,Horror
200,April Fool's Day (1986),3.36,2.901098901,1330,3,232,1330,Comedy|Horror
228,Audrey Rose (1977),3.294117647,3.121212121,1331,3.18,50,1331,Horror
338,"Believers, The (1987)",2.888888889,2.916666667,1332,2.911764706,204,1332,Horror|Thriller
403,"Birds, The (1963)",3.746031746,3.930147059,1333,3.882673943,733,1333,Horror
432,"Blob, The (1958)",3,3.163120567,1334,3.136094675,676,1334,Horror|Sci-Fi
434,Blood Beach (1981),3,1.65,1335,1.714285714,42,1335,Action|Horror
464,Body Parts (1991),2.666666667,2.183673469,1336,2.236363636,55,1336,Horror
466,"Body Snatcher, The (1945)",3.8,3.489795918,1337,3.5625,64,1337,Horror
506,Bram Stoker's Dracula (1992),3.293785311,3.361616162,1339,3.34375,1344,1339,Horror|Romance
522,Bride of Frankenstein (1935),3.795454545,3.941860465,1340,3.912037037,216,1340,Horror
564,Burnt Offerings (1976),2.5,2.930232558,1341,2.849056604,53,1341,Horror
588,Candyman (1992),2.941176471,2.895734597,1342,2.904580153,262,1342,Horror
591,Cape Fear (1991),3.668831169,3.671669794,1343,3.671033479,687,1343,Thriller
590,Cape Fear (1962),3.93814433,3.916666667,1344,3.922437673,722,1344,Film-Noir|Thriller
605,Carrie (1976),3.65034965,3.589622642,1345,3.604938272,567,1345,Horror
616,Cat People (1982),3.264705882,3.164285714,1346,3.183908046,174,1346,Horror
2378,"Nightmare on Elm Street, A (1984)",3.217391304,3.554317549,1347,3.485587583,451,1347,Horror
2402,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",3.803921569,4.042780749,1348,3.991596639,238,1348,Horror
2403,Nosferatu a Venezia (1986),3,3.090909091,1349,3.071428571,14,1349,Horror
2436,"Omen, The (1976)",3.367088608,3.684848485,1350,3.623471883,409,1350,Horror
433,Blood & Wine (1997),2.5,3.586206897,1351,3.4,35,1351,Drama
94,Albino Alligator (1996),2.882352941,2.844155844,1352,2.85106383,188,1352,Crime|Thriller
2185,"Mirror Has Two Faces, The (1996)",3.292035398,2.773333333,1353,3.085106383,376,1353,Comedy|Romance
518,Breaking the Waves (1996),3.9,3.785310734,1354,3.823970037,267,1354,Drama
2381,Nightwatch (1997),3.058823529,2.933333333,1355,2.961038961,154,1355,Horror|Thriller
3147,Star Trek: First Contact (1996),3.849056604,3.682149362,1356,3.709160305,3930,1356,Action|Adventure|Sci-Fi
2978,Shine (1996),3.845771144,3.783861671,1357,3.806569343,1096,1357,Drama|Romance
3032,Sling Blade (1996),4.245033113,4.195428571,1358,4.20815633,2354,1358,Drama|Thriller
1761,Jingle All the Way (1996),2.76,2.395348837,1359,2.477477477,666,1359,Adventure|Children's|Comedy
1648,Identification of a Woman (Identificazione di una donna) (1982),,3.5,1360,3.5,2,1360,Drama
2511,Paradise Lost: The Child Murders at Robin Hood Hills (1996),4.222222222,4.211382114,1361,4.213836478,159,1361,Documentary
1294,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",4.114285714,3.984615385,1362,4.03,100,1362,Drama
2637,"Preacher's Wife, The (1996)",2.977777778,2.970149254,1363,2.973214286,112,1363,Drama
3703,Zero Kelvin (Kjï¿½òlighetens kjï¿½ôere) (1995),,3.5,1364,3.5,2,1364,Action
2793,Ridicule (1996),3.6875,3.904761905,1365,3.844827586,58,1365,Drama
806,"Crucible, The (1996)",3.073170732,3.253731343,1366,3.185185185,108,1366,Drama
8,101 Dalmatians (1996),3.24,2.911214953,1367,3.046703297,728,1367,Children's|Comedy
1623,I Can't Sleep (J'ai pas sommeil) (1994),,3.8,1369,3.8,10,1369,Drama|Thriller
930,Die Hard 2 (1990),3.519337017,3.546121593,1370,3.54185022,2270,1370,Action|Thriller
3150,Star Trek: The Motion Picture (1979),3.254385965,3.116519174,1371,3.136363636,2376,1371,Action|Adventure|Sci-Fi
3146,Star Trek VI: The Undiscovered Country (1991),3.523489933,3.389671362,1372,3.40959041,3003,1372,Action|Adventure|Sci-Fi
3145,Star Trek V: The Final Frontier (1989),2.989583333,2.704061896,1373,2.748776509,1839,1373,Action|Adventure|Sci-Fi
3151,Star Trek: The Wrath of Khan (1982),3.747706422,3.904065041,1374,3.880524862,4344,1374,Action|Adventure|Sci-Fi
3143,Star Trek III: The Search for Spock (1984),3.503496503,3.326530612,1375,3.353829558,2781,1375,Action|Adventure|Sci-Fi
3144,Star Trek IV: The Voyage Home (1986),3.740540541,3.639744952,1376,3.656305506,3378,1376,Action|Adventure|Sci-Fi
303,Batman Returns (1992),2.980099502,2.975903614,1377,2.976721629,4124,1377,Action|Adventure|Comedy|Crime
3694,Young Guns (1988),3.371794872,3.425619835,1378,3.418149466,1686,1378,Action|Comedy|Western
3695,Young Guns II (1990),2.934782609,2.904024768,1379,2.907859079,1107,1379,Action|Comedy|Western
1404,Grease (1978),3.975265018,3.367041199,1380,3.577723378,2451,1380,Comedy|Musical|Romance
1405,Grease 2 (1982),2.243478261,1.792553191,1381,1.96369637,909,1381,Comedy|Musical|Romance
2091,Marked for Death (1990),2.1,2.837606838,1382,2.779527559,254,1382,Action|Drama
55,Adrenalin: Fear the Rush (1996),2,1.5,1383,1.545454545,22,1383,Action|Sci-Fi
3205,"Substance of Fire, The (1996)",4.5,3.5,1384,3.833333333,6,1384,Drama
3481,Under Siege (1992),3.229508197,3.275,1385,3.268980477,461,1385,Action
3296,Terror in a Texas Town (1958),,1,1386,1,1,1386,Western
1744,Jaws (1975),3.946875,4.122730574,1387,4.089569829,3394,1387,Action|Horror
1745,Jaws 2 (1978),2.647058824,2.579937304,1388,2.589189189,740,1388,Action|Horror
1746,Jaws 3-D (1983),1.863636364,1.85106383,1389,1.852380952,420,1389,Action|Horror
2294,My Fellow Americans (1996),3.142857143,3.215053763,1390,3.198347107,121,1390,Comedy
2095,Mars Attacks! (1996),2.850574713,2.91,1391,2.900372439,4296,1391,Action|Comedy|Sci-Fi|War
685,Citizen Ruth (1996),3.769230769,3.723404255,1392,3.739726027,438,1392,Comedy|Drama
1756,Jerry Maguire (1996),3.758314856,3.759423503,1393,3.759053954,2706,1393,Drama|Romance
2720,Raising Arizona (1987),3.920980926,4.05529522,1394,4.020920502,1434,1394,Comedy
3369,Tin Men (1987),3.28125,3.337662338,1395,3.325423729,590,1395,Comedy|Drama
3052,Sneakers (1992),3.67539267,3.738888889,1396,3.727772686,3273,1396,Crime|Drama|Sci-Fi
297,Bastard Out of Carolina (1996),3.675675676,3.615384615,1397,3.650793651,63,1397,Drama
1664,In Love and War (1996),3.461538462,3,1398,3.19047619,126,1398,Romance|War
2097,Marvin's Room (1996),3.348837209,3.098360656,1399,3.201923077,104,1399,Drama
1328,Ghosts of Mississippi (1996),3.5625,3.492307692,1401,3.50617284,162,1401,Drama
2361,Night Falls on Manhattan (1997),3.416666667,3.09375,1404,3.144736842,152,1404,Crime|Drama
325,Beavis and Butt-head Do America (1996),2.637362637,3.135416667,1405,3.04,950,1405,Animation|Comedy
827,"Cï¿½òï¿½íonie, La (1995)",3.5,3.444444444,1406,3.458333333,24,1406,Drama
2908,Scream (1996),3.529411765,3.589442815,1407,3.575620767,1772,1407,Horror|Thriller
1894,"Last of the Mohicans, The (1992)",3.795555556,3.818666667,1408,3.813333333,2925,1408,Action|Romance|War
2156,Michael (1996),3.166666667,2.96875,1409,3.053571429,784,1409,Comedy|Romance
1064,"Evening Star, The (1996)",2.931818182,2.804347826,1410,2.866666667,180,1410,Comedy|Drama
1456,Hamlet (1996),3.962962963,3.95620438,1411,3.958115183,382,1411,Drama
3073,Some Mother's Son (1996),4,3.846153846,1412,3.9,20,1412,Drama
3620,"Whole Wide World, The (1996)",3.375,3.384615385,1413,3.38,50,1413,Drama
2229,Mother (1996),3.48,3.644067797,1414,3.595238095,168,1414,Comedy
3315,"Thieves (Voleurs, Les) (1996)",3.777777778,3.481481481,1415,3.555555556,108,1415,Crime|Drama|Romance
1072,Evita (1996),3.460176991,3.118343195,1416,3.255319149,564,1416,Drama|Musical
2626,"Portrait of a Lady, The (1996)",3.071428571,2.2,1417,2.76744186,43,1417,Drama
3548,Walkabout (1971),4.105263158,3.908163265,1419,3.963235294,136,1419,Drama
2147,Message to Love: The Isle of Wight Festival (1996),5,3.833333333,1420,4,7,1420,Documentary
1402,Grateful Dead (1995),2.5,3.25,1421,3.045454545,22,1421,Documentary
2268,Murder at 1600 (1997),3.069444444,3.009569378,1422,3.024911032,562,1422,Mystery|Thriller
1499,Hearts and Minds (1996),4.833333333,4,1423,4.357142857,14,1423,Drama
1152,Fierce Creatures (1997),3.256410256,3.302325581,1425,3.291666667,168,1425,Comedy
3704,Zeus and Roxanne (1997),2.777777778,2.357142857,1426,2.52173913,23,1426,Children's
3448,Turbulence (1997),2.444444444,2.261904762,1427,2.294117647,51,1427,Thriller
169,Angel Baby (1995),3.333333333,3.216216216,1428,3.25,52,1428,Drama
1731,Jackie Chan's First Strike (1996),3.585365854,3.26171875,1429,3.306397306,297,1429,Action
3487,Underworld (1997),,1,1430,1,1,1430,Thriller
367,Beverly Hills Ninja (1997),2.290322581,2.587064677,1431,2.547413793,464,1431,Action|Comedy
2151,Metro (1997),2.9,2.755555556,1432,2.77,100,1432,Action
2031,"Machine, The (1994)",,1.8,1433,1.8,10,1433,Comedy|Horror
3191,"Stranger, The (1994)",4,4,1434,4,2,1434,Action
1105,Falling in Love Again (1980),2.666666667,3,1436,2.888888889,9,1436,Comedy
632,"Cement Garden, The (1993)",3.5,3.052631579,1437,3.095238095,21,1437,Drama
846,Dante's Peak (1997),2.909090909,2.792156863,1438,2.816199377,642,1438,Action|Thriller
2134,Meet Wally Sparks (1997),1,2.409090909,1439,2.347826087,46,1439,Comedy
155,Amos & Andrew (1993),2.631578947,2.806451613,1440,2.765432099,81,1440,Comedy
350,Benny & Joon (1993),3.53539823,3.364705882,1441,3.444906445,962,1441,Comedy|Romance
2640,Prefontaine (1997),2.761904762,3.24,1442,3.098591549,71,1442,Drama
1430,Guantanamera (1994),3,3.75,1444,3.375,8,1444,Comedy
2122,McHale's Navy (1997),2.4,2.14893617,1445,2.173076923,312,1445,Comedy|War
1851,Kolya (1996),4.243243243,3.930434783,1446,4.052910053,189,1446,Comedy
1422,Gridlock'd (1997),4,3.243902439,1447,3.367346939,49,1447,Crime
3541,Waiting for Guffman (1996),4.227941176,4.113496933,1449,4.147186147,462,1449,Comedy
2657,Prisoner of the Mountains (Kavkazsky Plennik) (1996),5,3.692307692,1450,3.785714286,14,1450,War
318,"Beautician and the Beast, The (1997)",2.614285714,2.269230769,1453,2.432432432,296,1453,Comedy|Romance
